sample_name,description
Smooth,"acoustic,bright,clean,dry,percussive,rattle, Tambourine, Loop"
SometimesSimplecityIsKey,"acoustic,bright,clean,percussive,rattle, Shaker, Loop"
TimeBomb,"acoustic,bright,explosion,saturated,drum,hand drum,percussive, Cajon, Loop"
Youth,"acoustic,bright,clean,percussive,rattle, Tambourine, Loop"
AmbientDarkness,"ambient,wet,noise, Ambience, Loop"
AmbientStatic,"ambient,wet,saturated,noise, Ambience, Loop"
BarelyGettingBy,"wet,noise, FX, One shot"
Click,"noise,click, Ambience, Loop"
DeathToAll,"FX, Loop"
DeepAndDark,"clean,dark,wet,noise, Texture, Loop"
DistantDrum,"cinematic,wet,drum,percussive, Foley, Loop"
DistortedVisuals,"cinematic,distorted,saturated, Animals, Loop"
Faint,"wet,saturated,noise, Texture, Loop"
FaithInYou,"bright,wet,saturated,noise, FX, Loop"
GoingNowhere,"wet,saturated,noise, Texture, Loop"
GrapeVine,"bright,noise, Texture, Loop"
Grunge,"saturated,noise, Texture, Loop"
HeartRate,"noise, Texture, Loop"
HoodedFigure,"clean,noise, Texture, Loop"
NoLimits,"wet,noise, Machine, Loop"
OldSoul,"soul,vintage,impact, Explosion, Loop"
Poly,"polyphonic,noise, Texture, Loop"
Psycosocial,"wet,saturated,noise, Texture, Loop"
RunningAway,"wet,saturated,noise, Texture, Loop"
Rythmic,"noise, Ambience, Loop"
SlowAndSteady,"electronic,wet,saturated, Tops, Loop"
Sold,"bright,noise, Machine, Loop"
TimeIsGoingBy,"bright,wet,saturated,noise, Machine, Loop"
TrashMan,"clean,wet,noise, Texture, Loop"
VHSWashingMachine,"wet,saturated,noise, Texture, Loop"
VoidOfAllHope,"acoustic,bright,wet,saturated, Full-Kit, Loop"
WaitingOutSide,"wet,saturated, FX, Loop"
Devine,"clean,electronic, Tops, Loop"
FearMe,"wet,speech, Spoken, Loop"
Gorilla,"bright,cinematic,clean,percussive, Foley, Loop"
Marsh,"acoustic,clean,dry,hit, Woodblock, Loop"
Marsh2,"acoustic,clean,dry,hit, Woodblock, Loop"
NeverBefore,"cinematic,clean,wet, Animals, Loop"
Riddle,"acoustic,dry,hit,percussive, Sticks, Loop"
SnowedIn,"acoustic,clean,dry,hit,percussive, Sticks, Loop"
SteadyGoes,"cinematic,clean,wet, Animals, Loop"
StickBug,"clean,electronic,percussive, Percussion, Loop"
TribalNation,"acoustic,bright,wet,hit,percussive,rattle, Guiro, Loop"
TribalNation2,"acoustic,clean,hit,percussive,rattle, Guiro, Loop"
WoodLand,"clean, Percussion, Loop"
RememberMeClosedHat (1),"acoustic,bright,dry,saturated,closed,open, Hi-hat, One shot"
RememberMeClosedHat (2),"acoustic,bright,dry,saturated,closed, Hi-hat, One shot"
RememberMeClosedHat (3),"acoustic,bright,saturated,closed,open, Hi-hat, One shot"
RememberMeClosedHat (4),"acoustic,bright,saturated,closed,open, Hi-hat, One shot"
RememberMeClosedHat (5),"acoustic,bright,saturated,closed,open, Hi-hat, One shot"
RememberMeClosedHat (6),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeClosedHat (7),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeClosedHat (8),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeClosedHat (9),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeFlam (1),"acoustic,drum,hit, Snare, One shot"
RememberMeFlam (2),"acoustic,drum,hit, Snare, One shot"
RememberMeFlam (3),"acoustic,drum,hit, Snare, One shot"
RememberMeFlam (4),"acoustic,drum,hit, Snare, One shot"
RememberMeFlam (5),"acoustic,drum,hit, Snare, One shot"
RememberMeHat (1),"acoustic,bright,clean,closed, Hi-hat, One shot"
RememberMeHat (2),"acoustic,bright,closed, Hi-hat, One shot"
RememberMeHat (3),"acoustic,bright,open, Hi-hat, One shot"
RememberMeHat (4),"acoustic,bright,open, Hi-hat, One shot"
RememberMeHat (5),"acoustic,drum,hit, Snare, One shot"
RememberMeKick (1),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (2),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (3),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (4),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (5),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (6),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (7),"acoustic,drum,hit, Kick, One shot"
RememberMeKick (8),"acoustic,drum,hit, Kick, One shot"
RememberMeOpenHat (1),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeOpenHat (2),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeOpenHat (3),"acoustic,bright,closed,open, Hi-hat, One shot"
RememberMeOpenHat (4),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
RememberMeOpenHat (5),"acoustic,bright,saturated,closed,open, Hi-hat, One shot"
RememberMeOpenHat (6),"acoustic,bright,wet,closed,open, Hi-hat, One shot"
RememberMeOpenHat (7),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
RememberMeRim (1),"acoustic,drum,hit, Snare, One shot"
RememberMeRim (3),"acoustic,drum,hit, Snare, One shot"
RememberMeRim (4),"acoustic,drum,hit, Snare, One shot"
RememberMeRim (5),"acoustic,drum,hit, Snare, One shot"
RememberMeRim (6),"acoustic,hit, Rim, One shot"
RememberMeRim (7),"acoustic,bright,hit, Rim, One shot"
RememberMeSnare (1),"acoustic,drum,hit, Snare, One shot"
RememberMeSnare (2),"acoustic,drum,hit, Snare, One shot"
RememberMeSnare (3),"acoustic,drum,hit, Snare, One shot"
RememberMeSnare (4),"acoustic,drum,hit, Snare, One shot"
RememberMeSnare (5),"acoustic,drum,hit, Snare, One shot"
RememberMeStick (1),"acoustic,drum,hit, Snare, One shot"
RememberMeStick (2),"acoustic,bright,hit, Rim, One shot"
RememberMeStick (3),"acoustic,bright,hit, Rim, One shot"
RememberMeStick (4),"acoustic,bright,hit, Rim, One shot"
RememberMeStick (5),"acoustic,bright,hit, Rim, One shot"
RememberMeStick (6),"acoustic,bright,hit, Rim, One shot"
RememberMeStick (7),"acoustic,bright,hit, Rim, One shot"
RememberMeTom (1),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (2),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (3),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (4),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (5),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (6),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (7),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
RememberMeTom (8),"acoustic,drum,hand drum,percussive,skin, Conga, One shot"
GrungeClosedHat (1),"acoustic,bright,closed,open, Hi-hat, One shot"
GrungeClosedHat (2),"closed,percussive, , One shot"
GrungeClosedHat (3),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
GrungeKick (1),"acoustic,dry,drum,hit, Kick, One shot"
GrungeKick (2),"acoustic,dry,drum,hit, Kick, One shot"
GrungeOpenHat,"clean,open, Crash, One shot"
GrungeSnare (1),"acoustic,dry,drum,hit, Snare, One shot"
GrungeSnare (2),"acoustic,drum,hit, Snare, One shot"
GrungeSnare (3),"acoustic,dry,drum,hit, Snare, One shot"
GrungeSnare (4),"dry,hit, Snare, One shot"
GrungeTom (1),"acoustic,drum, Tom, One shot"
GrungeTom (2),"acoustic,drum, Tom, One shot"
GrungeTom (3),"acoustic,drum, Tom, One shot"
SoulMateClosedHat (1),"acoustic,bright,soul,dry,saturated,closed,open, Hi-hat, One shot"
SoulMateClosedHat (2),"acoustic,bright,soul,closed,open, Hi-hat, One shot"
SoulMateClosedHat (3),"acoustic,bright,soul,closed,open, Hi-hat, One shot"
SoulMateClosedHat (4),"acoustic,bright,soul,closed,open, Hi-hat, One shot"
SoulMateClosedHat (5),"acoustic,bright,soul,closed,open, Hi-hat, One shot"
SoulMateClosedHat (6),"acoustic,bright,soul,saturated,closed,open, Hi-hat, One shot"
SoulMateClosedHat (7),"acoustic,bright,soul,saturated,closed,open, Hi-hat, One shot"
SoulMateClosedHat (8),"acoustic,bright,soul,saturated,closed,open, Hi-hat, One shot"
SoulMateClosedHat (9),"acoustic,bright,soul,saturated,closed, Hi-hat, One shot"
SoulMateFlam (1),"acoustic,soul,saturated,drum,hit, Snare, One shot"
SoulMateFlam (2),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateFlam (3),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateFlam (4),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateFlam (5),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateHat (1),"acoustic,bright,clean,soul,closed, Hi-hat, One shot"
SoulMateHat (10),"acoustic,bright,soul,open, Hi-hat, One shot"
SoulMateHat (11),"acoustic,bright,soul,closed, Hi-hat, One shot"
SoulMateHat (2),"acoustic,bright,soul,closed, Hi-hat, One shot"
SoulMateHat (3),"acoustic,bright,soul,dry,closed, Hi-hat, One shot"
SoulMateHat (4),"acoustic,bright,soul,closed, Hi-hat, One shot"
SoulMateHat (5),"acoustic,bright,soul,saturated,closed, Hi-hat, One shot"
SoulMateHat (6),"acoustic,bright,soul,dry,closed, Hi-hat, One shot"
SoulMateHat (7),"acoustic,bright,soul,saturated,closed, Hi-hat, One shot"
SoulMateHat (8),"acoustic,bright,soul,closed, Hi-hat, One shot"
SoulMateHat (9),"acoustic,bright,soul,open, Hi-hat, One shot"
SoulMateKick (1),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (2),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (3),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (4),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (5),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (6),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (7),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateKick (8),"acoustic,soul,drum,hit, Kick, One shot"
SoulMateRim (1),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateRim (2),"acoustic,soul,hit, Rim, One shot"
SoulMateRim (3),"acoustic,soul,hit, Rim, One shot"
SoulMateRim (4),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateRim (5),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateRim (6),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateRim (7),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateSnare (1),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateSnare (2),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateSnare (3),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateSnare (4),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateSnare (5),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateStick (1),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateStick (2),"acoustic,bright,soul,hit, Rim, One shot"
SoulMateStick (3),"acoustic,bright,soul,hit, Rim, One shot"
SoulMateStick (4),"acoustic,bright,soul,hit, Rim, One shot"
SoulMateStick (5),"acoustic,soul,hit, Rim, One shot"
SoulMateStick (6),"acoustic,soul,hit, Rim, One shot"
SoulMateStick (7),"acoustic,bright,soul,hit, Rim, One shot"
SoulMateTom (1),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (2),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (3),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (4),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (5),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (6),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
SoulMateTom (7),"acoustic,soul,drum,hit, Snare, One shot"
SoulMateTom (8),"acoustic,soul,drum,hand drum,percussive,skin, Conga, One shot"
WillYouPleaseClosedHat (1),"acoustic,bright,dry,saturated,closed,open, Hi-hat, One shot"
WillYouPleaseClosedHat (2),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
WillYouPleaseClosedHat (3),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
WillYouPleaseClosedHat (4),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
WillYouPleaseHat (1),"acoustic,bright,dry,saturated,open, Hi-hat, One shot"
WillYouPleaseHat (2),"bright, Crash, One shot"
WillYouPleaseHat (3),"bright, Ride, One shot"
WillYouPleaseHat (4),"bright, Crash, One shot"
WillYouPleaseHat (5),"bright, Ride, One shot"
WillYouPleaseHat (6),"Ride, One shot"
WillYouPleaseHat (7),"Ride, One shot"
WillYouPleaseHat (8),"bright, Ride, One shot"
WillYouPleaseKick (1),"acoustic,drum,hit, Kick, One shot"
WillYouPleaseKick (2),"acoustic,drum,hit, Kick, One shot"
WillYouPleaseKick (3),"acoustic,drum,hit, Kick, One shot"
WillYouPleaseRim (1),"acoustic,bright,dry,closed, Hi-hat, One shot"
WillYouPleaseRim (2),"acoustic,drum, Tom, One shot"
WillYouPleaseRim (3),"acoustic,drum, Tom, One shot"
WillYouPleaseRim (4),"acoustic,drum, Tom, One shot"
WillYouPleaseRim (5),"acoustic,hit, Rim, One shot"
WillYouPleaseRim (6),"acoustic,bright,dry,closed, Hi-hat, One shot"
WillYouPleaseRim (7),"acoustic,bright,dry,closed, Hi-hat, One shot"
WillYouPleaseSnare (1),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (10),"acoustic,dry,drum,hit, Snare, One shot"
WillYouPleaseSnare (2),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (3),"acoustic,dry,drum,hit, Snare, One shot"
WillYouPleaseSnare (4),"acoustic,dry,drum,hit, Snare, One shot"
WillYouPleaseSnare (5),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (6),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (7),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (8),"acoustic,drum,hit, Snare, One shot"
WillYouPleaseSnare (9),"acoustic,dry,drum,hit, Snare, One shot"
WillYouPleaseStick (1),"acoustic,hit, Rim, One shot"
WillYouPleaseStick (2),"acoustic,bright,hit, Rim, One shot"
WillYouPleaseStick (3),"acoustic,hit, Rim, One shot"
WillYouPleaseStick (4),"acoustic,hit, Rim, One shot"
WillYouPleaseStick (5),"acoustic,hit, Rim, One shot"
WillYouPleaseStick (6),"acoustic,hit, Rim, One shot"
WillYouPleaseStick (7),"acoustic,hit, Rim, One shot"
ClassicsCrash (1),"bright,clean, Crash, One shot"
ClassicsCrash (10),"bright, Crash, One shot"
ClassicsCrash (2),"bright, Ride, One shot"
ClassicsCrash (3),"bright, Ride, One shot"
ClassicsCrash (4),"bright, Ride, One shot"
ClassicsCrash (5),"bright, Crash, One shot"
ClassicsCrash (6),"bright, Ride, One shot"
ClassicsCrash (7),"bright,saturated, Crash, One shot"
ClassicsCrash (8),"bright, Ride, One shot"
ClassicsCrash (9),"bright, Ride, One shot"
ClassicsHat (1),"acoustic,bright,dry,open, Hi-hat, One shot"
ClassicsHat (2),"acoustic,bright,dry,open, Hi-hat, One shot"
ClassicsHat (3),"acoustic,bright,open, Hi-hat, One shot"
ClassicsOpenHat (1),"acoustic,bright,closed,open, Hi-hat, One shot"
ClassicsOpenHat (2),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
ClassicsOpenHat (3),"acoustic,drum,open,hit, Kick, One shot"
ClassicsOpenHat (4),"acoustic,dry,drum,open,hit, Kick, One shot"
ClassicsOpenHat (5),"acoustic,dry,drum,open,hit, Kick, One shot"
ClassicsOpenHat (6),"acoustic,drum,open,hit, Kick, One shot"
ClassicsOpenHat (7),"acoustic,drum,open,hit, Kick, One shot"
ClassicsOpenHat (8),"acoustic,bright,clean,closed,open, Hi-hat, One shot"
ClassicsSnare (1),"acoustic,dry,drum,hit, Snare, One shot"
ClassicsSnare (10),"acoustic,bright,dry,drum,hit, Snare, One shot"
ClassicsSnare (11),"acoustic,bright,saturated,drum,hit, Snare, One shot"
ClassicsSnare (2),"acoustic,dry,drum,hit, Snare, One shot"
ClassicsSnare (3),"acoustic,dry,drum,hit, Snare, One shot"
ClassicsSnare (4),"acoustic,bright,dry,drum,hit, Snare, One shot"
ClassicsSnare (5),"acoustic,dry,drum,hit, Snare, One shot"
ClassicsSnare (6),"acoustic,drum,hit, Snare, One shot"
ClassicsSnare (7),"acoustic,dry,drum,hit, Snare, One shot"
ClassicsSnare (8),"acoustic,bright,drum,hit, Snare, One shot"
ClassicsSnare (9),"acoustic,bright,dry,drum,hit, Snare, One shot"
DownToEarthClosedHat (1),"acoustic,bright,closed,open,down, Hi-hat, One shot"
DownToEarthClosedHat (2),"acoustic,bright,dry,saturated,closed,open,down, Hi-hat, One shot"
DownToEarthClosedHat (3),"acoustic,bright,dry,saturated,closed,open,down, Hi-hat, One shot"
DownToEarthKick (1),"acoustic,dry,drum,down,hit, Kick, One shot"
DownToEarthKick (2),"acoustic,dry,drum,down,hit, Kick, One shot"
DownToEarthKick (3),"acoustic,dry,drum,down,hit, Kick, One shot"
DownToEarthOpenHat (1),"acoustic,bright,dry,closed,open,down, Hi-hat, One shot"
DownToEarthOpenHat (2),"acoustic,bright,dry,open,down, Hi-hat, One shot"
DownToEarthPedal,"acoustic,bright,open,down, Hi-hat, One shot"
DownToEarthRim (1),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthRim (2),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthRim (3),"acoustic,dry,down,hit, Rim, One shot"
DownToEarthSnare (1),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthSnare (2),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthSnare (3),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthSnare (4),"acoustic,dry,drum,down,hit, Snare, One shot"
DownToEarthStick (1),"acoustic,dry,down,hit, Rim, One shot"
DownToEarthStick (2),"acoustic,dry,down,hit, Rim, One shot"
DownToEarthStick (3),"acoustic,down,hit, Rim, One shot"
DownToEarthTom (1),"acoustic,drum,down, Tom, One shot"
DownToEarthTom (2),"acoustic,drum,down, Tom, One shot"
DownToEarthTom (3),"acoustic,dry,drum,down, Tom, One shot"
DownToEarthTom (4),"acoustic,dry,drum,down, Tom, One shot"
DownToEarthTom (5),"acoustic,dry,drum,down, Tom, One shot"
DownToEarthTom (6),"acoustic,drum,down, Tom, One shot"
DownToEarthTom (7),"acoustic,drum,down, Tom, One shot"
DownToEarthTom (8),"acoustic,dry,drum,down, Tom, One shot"
DownToEarthTom (9),"acoustic,drum,down, Tom, One shot"
GoldenClosedHat (1),"acoustic,closed,open, Hi-hat, One shot"
GoldenClosedHat (2),"acoustic,bright,closed,open, Hi-hat, One shot"
GoldenKick (1),"electronic,dry,hit, Kick, One shot"
GoldenKick (2),"electronic,dry,hit, Kick, One shot"
GoldenKick (3),"electronic,hit, Kick, One shot"
GoldenOpenHat,"acoustic,bright,clean,closed,open, Hi-hat, One shot"
GoldenShaker (1),"dry,noise, Texture, One shot"
GoldenShaker (2),"acoustic,bright,percussive,rattle, Cabasa, One shot"
GoldenShaker (3),"bright,cinematic,percussive, Foley, One shot"
GoldenSnare (1),"dry,hit, Snare, One shot"
GoldenSnare (2),"acoustic,dry,drum,hit, Snare, One shot"
GoldenTamb,"acoustic,bright,percussive,rattle, Tambourine, One shot"
VinyHat,"acoustic,vinyl,dry,open, Hi-hat, One shot"
VinylClosedHat,"acoustic,vinyl,dry,closed,open, Hi-hat, One shot"
VinylKick (1),"acoustic,vinyl,drum,hit, Kick, One shot"
VinylKick (2),"acoustic,vinyl,drum,hit, Kick, One shot"
VinylOpenHat (1),"acoustic,clean,vinyl,dry,closed,open, Hi-hat, One shot"
VinylOpenHat (2),"acoustic,clean,vinyl,dry,closed,open, Hi-hat, One shot"
VinylRide (1),"clean,vinyl, Ride, One shot"
VinylRide (2),"vinyl, Ride, One shot"
VinylSnare (1),"acoustic,vinyl,drum,hit, Snare, One shot"
VinylSnare (2),"acoustic,vinyl,drum,hit, Snare, One shot"
VinylTom (1),"acoustic,vinyl,drum, Tom, One shot"
VinylTom (2),"acoustic,vinyl,drum, Tom, One shot"
DustClosedHat (1),"dry,closed,noise, Texture, One shot"
DustClosedHat (2),"dry,closed,percussive, , One shot"
DustKick (1),"electronic,hit, Kick, One shot"
DustKick (2),"electronic,hit, Kick, One shot"
DustKick (3),"electronic,dry,hit, Kick, One shot"
DustKick (4),"electronic,hit, Kick, One shot"
DustOpenHat,"bright,dry,noise,open, Texture, One shot"
DustPerc (1),"cinematic,dry,percussive, Foley, One shot"
DustPerc (2),"dry,noise, Texture, One shot"
DustPerc (3),"dry,noise, Texture, One shot"
DustPerc (4),"dry, Percussion, One shot"
DustSnare (1),"acoustic,dry,drum,hit, Snare, One shot"
DustSnare (2),"acoustic,dry,drum,hit, Snare, One shot"
NewRecordsClosedHat (1),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NewRecordsClosedHat (2),"acoustic,dry,closed,open, Hi-hat, One shot"
NewRecordsClosedHat (3),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NewRecordsClosedHat (4),"acoustic,dry,closed,open, Hi-hat, One shot"
NewRecordsClosedHat (5),"acoustic,bright,dry,closed,open, Hi-hat, One shot"
NewRecordsCrash (1),"clean, Crash, One shot"
NewRecordsCrash (2),"clean, Crash, One shot"
NewRecordsCymbal,"acoustic,clean, China, One shot"
NewRecordsKick (1),"electronic,hit, Kick, One shot"
